コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","trsp-qu_up","【正規品】 トゥルースリーパー プレミアム（クイーン）<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","その他","161100004","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-qwc2","【正規品】 トゥルースリーパー プレミアム<br>クイーン+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","お知らせ\あす楽について","161200004","http://item.rakuten.co.jp/shopjapan/c/0000000655/",""
"","trsp-qwc2","【正規品】 トゥルースリーパー プレミアム<br>クイーン+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161200004","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-qwc2","【正規品】 トゥルースリーパー プレミアム<br>クイーン+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161200004","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-s","【正規品】トゥルースリーパー プレミアム（シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","SALE＆キャンペーン\楽天ポイント企画エントリーページ","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000596/",""
"","trsp-s","【正規品】トゥルースリーパー プレミアム（シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","よくあるご質問","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000223/",""
"","trsp-s","【正規品】トゥルースリーパー プレミアム（シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\トゥルースリーパー プレミアム","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-s","【正規品】トゥルースリーパー プレミアム（シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\トゥルースリーパー 商品ラインナップ","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-s_1712","【正規品】トゥルースリーパー プレミアム（シングル）<br>","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-s_1712_m","【正規品】 トゥルースリーパー プレミアム（セミダブル）<br>","その他","161100002","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-s_1712_w","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>","その他","161100002","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-s_ld","【正規品】トゥルースリーパー プレミアム（シングル）<br>【送料無料！】【True Sleeper】","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-sc2","【正規品】 トゥルースリーパー プレミアム<br>シングル+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161200001","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-sc2","【正規品】 トゥルースリーパー プレミアム<br>シングル+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161200001","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-sd-fu","トゥルースリーパー プレミアム セミダブル【複数購入用】【送料無料】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-sdc2","【正規品】 トゥルースリーパー プレミアム<br>セミダブル+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","お知らせ\あす楽について","161200002","http://item.rakuten.co.jp/shopjapan/c/0000000655/",""
"","trsp-sdc2","【正規品】 トゥルースリーパー プレミアム<br>セミダブル+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161200002","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-sdc2","【正規品】 トゥルースリーパー プレミアム<br>セミダブル+オリジナルカバー2枚セット<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161200002","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-sg","【正規品】トゥルースリーパー プレミアム(シングル)<br>【2大特典】送料無料＆低反発枕！<br>オリジナルカバー＆エンジェルフィット ピロー付きセット【トゥルースリーパープレミアム】","寝具\トゥルースリーパー プレミアム　セット","161200005","http://item.rakuten.co.jp/shopjapan/c/0000000354/","1"
"","trsp-sg","【正規品】トゥルースリーパー プレミアム(シングル)<br>【2大特典】送料無料＆低反発枕！<br>オリジナルカバー＆エンジェルフィット ピロー付きセット【トゥルースリーパープレミアム】","寝具\トゥルースリーパー 商品ラインナップ","161200005","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-sg-fu","トゥルースリーパー プレミアム シングル【複数購入用】【送料無料】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-shs","【正規品】トゥルースリーパー　ひんやりセット　シングル <br>【ショップジャパン】<br>","寝具\トゥルースリーパー ひんやりシリーズ","44","http://item.rakuten.co.jp/shopjapan/c/0000000602/","1"
"","trsp-ss","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（シングル＋シングル）<br>【送料無料＆低反発まくら付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161100013","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-ss","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（シングル＋シングル）<br>【送料無料＆低反発まくら付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161100013","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-su","【正規品】トゥルースリーパー プレミアケア（シングル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","SALE＆キャンペーン\楽天ポイント企画エントリーページ","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000596/",""
"","trsp-su","【正規品】トゥルースリーパー プレミアケア（シングル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","よくあるご質問","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000223/",""
"","trsp-su","【正規品】トゥルースリーパー プレミアケア（シングル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\公式/トゥルースリーパー プレミアケア 楽天ポイント貯まる！","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000105/",""
"","trsp-su","【正規品】トゥルースリーパー プレミアケア（シングル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\トゥルースリーパー 商品ラインナップ","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-su-161209","【テスト】トゥルースリーパー プレミアム","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-su-kaiteki","《ご購入者様限定★20％OFF》<br>トゥルースリーパー プレミアム（シングル）<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-su-non","【正規品】 トゥルースリーパープレミアム 敷いたろうスペシャルセット（シングル）<br>【低反発マットレス】ショップジャパン（SHOPJAPAN）<br>","寝具\【テスト】トゥルースリーパー プレミアム","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000646/",""
"","trsp-su_ad","【正規品】トゥルースリーパー プレミアケア（シングル）<br>【送料無料】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-su_b","【正規品】 トゥルースリーパー プレミアム（シングル）<br> 【送料無料＆低反発枕付き】<br>【マットレス】【低反発マットレス】ショップジャパン（SHOPJAPAN）","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-su_gendama","【正規品】 トゥルースリーパー プレミアム（シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【ショップジャパン】【gen】","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-su_m","【正規品】トゥルースリーパー プレミアム（シングル）【複数購入用】【送料無料】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-su_up","【正規品】トゥルースリーパー プレミアム（シングル）<br>【True Sleeper】【マットレス】【低反発マットレス】ショップジャパン（SHOPJAPAN）","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-susptest","【正規品】 トゥルースリーパー プレミアム（シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【ショップジャパン】<br>","その他","999990201","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-w","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","SALE＆キャンペーン\楽天ポイント企画エントリーページ","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000596/",""
"","trsp-w","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー プレミアム","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-w","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 商品ラインナップ","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-whs","【正規品】トゥルースリーパー　ひんやりセット　ダブル<br>【ショップジャパン】<br>","寝具\トゥルースリーパー ひんやりシリーズ","46","http://item.rakuten.co.jp/shopjapan/c/0000000602/","1"
"","trsp-ws","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>【送料無料＆低反発まくら付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161100015","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsp-ws","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>【送料無料＆低反発まくら付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161100015","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-wu","【正規品】トゥルースリーパー プレミアケア（ダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","SALE＆キャンペーン\楽天ポイント企画エントリーページ","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000596/",""
"","trsp-wu","【正規品】トゥルースリーパー プレミアケア（ダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\公式/トゥルースリーパー プレミアケア 楽天ポイント貯まる！","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000105/",""
"","trsp-wu","【正規品】トゥルースリーパー プレミアケア（ダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\トゥルースリーパー 商品ラインナップ","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trsp-wu-kaiteki","《ご購入者様限定★20％OFF》<br>トゥルースリーパー プレミアム（ダブル）<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-wu-non","【正規品】 トゥルースリーパープレミアム 敷いたろうスペシャルセット（ダブル）<br>【低反発マットレス】【トゥルースリーパープレミアム】【ショップジャパン（SHOPJAPAN）】<br>","寝具\【テスト】トゥルースリーパー プレミアム","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000646/",""
"","trsp-wu_ad","【正規品】トゥルースリーパー プレミアケア（ダブル）<br>【送料無料】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","その他","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-wu_gendama","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【ショップジャパン】【gen】","その他","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-wu_m","【正規品】 トゥルースリーパー プレミアム（ダブル）【複数購入用】【送料無料】","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp-wu_up","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","その他","161100003","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_1","【正規品】 トゥルースリーパー プレミアム（シングル）<br>【低反発マットレス】【ショップジャパン】<br>（セール期間:～3/31（火）9:59）<br>","寝具\トゥルースリーパー 半額ページ","999999990","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trsp_1612","【正規品】 トゥルースリーパー プレミアム シングル 特別セット<br>【True Sleeper】【マットレス】【低反発マットレス】","その他","161200001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_2","【正規品】 トゥルースリーパー プレミアム（セミダブル）<br>【低反発マットレス】【ショップジャパン】<br>（セール期間:～3/31（火）9:59）<br>","寝具\トゥルースリーパー 半額ページ","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trsp_2_1801","【福得キャンペーン】トゥルースリーパー ライト4.5(シングル)初夢セット<br>","その他","161700001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_3","【正規品】 トゥルースリーパー プレミアム（ダブル）<br>【低反発マットレス】【ショップジャパン】<br>（セール期間:～3/31（火）9:59）<br>","寝具\トゥルースリーパー 半額ページ","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trsp_4","【正規品】 トゥルースリーパー プレミアム（クイーン）<br>【低反発マットレス】【ショップジャパン】<br>（セール期間:～3/31（火）9:59）<br>","寝具\トゥルースリーパー 半額ページ","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trsp_gold1","【正規品】 トゥルースリーパー プレミアム（シングル）<br>【送料無料＆特典付き】<br>【マットレス】【低反発マットレス】ショップジャパン（SHOPJAPAN）","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_m_ma1","【モッタイナイ市】【新品同様】トゥルースリーパープレミアム（セミダブル） 正規品","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_ocd","【正規品】トゥルースリーパー プレミアム<br>オリジナルカバー（ダブル）<br>【ショップジャパン】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_ocm","【正規品】トゥルースリーパー プレミアム<br>オリジナルカバー（セミダブル）<br>【ショップジャパン】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_ocq","【正規品】トゥルースリーパー プレミアム<br>オリジナルカバー（クイーン）<br>【ショップジャパン】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_ocs","【正規品】トゥルースリーパー プレミアム<br>オリジナルカバー（シングル）<br>【ショップジャパン】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_right_01","トゥルースリーパー プレミアム（シングル）<br>","その他","161100001","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_s_ma1","【モッタイナイ市】【新品同様】トゥルースリーパープレミアム（シングル） 正規品","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trsp_w_ma1","【モッタイナイ市】【新品同様】トゥルースリーパープレミアム（ダブル） 正規品","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspamm","【正規品】トゥルースリーパー プレミアム　<br>あったかマイクロカバー（セミダブル）<br>【ショップジャパン】<br>","寝具\トゥルースリーパー あったかマイクロカバー","162700002","http://item.rakuten.co.jp/shopjapan/c/0000000365/","1"
"","trspamq","【正規品】トゥルースリーパー プレミアム　<br>あったかマイクロカバー（クイーン）<br>【ショップジャパン】<br>","寝具\トゥルースリーパー あったかマイクロカバー","162700004","http://item.rakuten.co.jp/shopjapan/c/0000000365/","1"
"","trspams","【正規品】トゥルースリーパー プレミアム　<br>あったかマイクロカバー（シングル）<br>【ショップジャパン】<br>","寝具\トゥルースリーパー あったかマイクロカバー","162700001","http://item.rakuten.co.jp/shopjapan/c/0000000365/","1"
"","trspamw","【正規品】トゥルースリーパー プレミアム　<br>あったかマイクロカバー（ダブル）<br>【ショップジャパン】<br>","寝具\トゥルースリーパー あったかマイクロカバー","162700003","http://item.rakuten.co.jp/shopjapan/c/0000000365/","1"
"","trspctbm","【最大45%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（セミダブル）<br>特典付でもお値段そのまま！<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 半額ページ","6","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctbm_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（セミダブル）<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctbq","【最大45%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（クイーン）<br>特典付でもお値段そのまま！<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 半額ページ","8","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctbq_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（クイーン）<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctbs","【最大45%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（シングル）<br>特典付でもお値段そのまま！<br>【低反発マットレス】ショップジャパン（SHOPJAPAN）","寝具\トゥルースリーパー 半額ページ","5","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctbs_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（シングル）<br>【低反発マットレス】ショップジャパン（SHOPJAPAN）<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctbw","【最大45%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（ダブル）<br>特典付でもお値段そのまま！<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 半額ページ","7","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctbw_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうベーシックセット（ダブル）<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctsm","【最大50%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（セミダブル）<br>特典付でもお値段そのまま！<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 半額ページ","2","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctsm_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（セミダブル）<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctsq","【最大50%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（クイーン）<br>特典付でもお値段そのまま！<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 半額ページ","4","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctsq_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（クイーン）<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctss","【最大50%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（シングル）<br>特典付でもお値段そのまま！<br>【低反発マットレス】ショップジャパン（SHOPJAPAN）","寝具\トゥルースリーパー 半額ページ","1","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctss_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（シングル）<br>【低反発マットレス】ショップジャパン（SHOPJAPAN）<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspctsw","【最大50%OFF！】<br>【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（ダブル）<br>特典付でもお値段そのまま！<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","寝具\トゥルースリーパー 半額ページ","3","http://item.rakuten.co.jp/shopjapan/c/0000000618/","1"
"","trspctsw_teika","【正規品】 トゥルースリーパー プレミアム 敷いたろうスペシャルセット（ダブル）<br>【低反発マットレス】【ショップジャパン（SHOPJAPAN）】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspdksh","トゥルースリーパープレミアム（シングル）限定セット","寝具\トゥルースリーパー プレミアム","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trsphmtm","【数量限定】トゥルースリーパー プレミアム夏季限定セット(セミダブル)<br>【2大特典】送料無料＆低反発枕！<br>ひんやりジェルマット付きセット【トゥルースリーパープレミアム】","寝具\トゥルースリーパー プレミアム　セット","999990302","http://item.rakuten.co.jp/shopjapan/c/0000000354/","1"
"","trsphmtq","【数量限定】トゥルースリーパー プレミアム夏季限定セット(クイーン)<br>【2大特典】送料無料＆低反発枕！<br>ひんやりジェルマット付きセット【トゥルースリーパープレミアム】","寝具\トゥルースリーパー プレミアム　セット","999990304","http://item.rakuten.co.jp/shopjapan/c/0000000354/","1"
"","trsphmts","【数量限定】トゥルースリーパー プレミアム夏季限定セット(シングル)<br>【2大特典】送料無料＆低反発枕！<br>ひんやりジェルマット付きセット【トゥルースリーパープレミアム】","寝具\トゥルースリーパー プレミアム　セット","999990301","http://item.rakuten.co.jp/shopjapan/c/0000000354/","1"
"","trsphmtw","【数量限定】トゥルースリーパー プレミアム夏季限定セット(ダブル)<br>【2大特典】送料無料＆低反発枕！<br>ひんやりジェルマット付きセット【トゥルースリーパープレミアム】","寝具\トゥルースリーパー プレミアム　セット","999990303","http://item.rakuten.co.jp/shopjapan/c/0000000354/","1"
"","trspkbmb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（セミダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","お知らせ\あす楽について","161100014","http://item.rakuten.co.jp/shopjapan/c/0000000655/",""
"","trspkbmb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（セミダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161100014","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trspkbmb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（セミダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161100014","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trspkbmb_gendama","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（セミダブル＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","その他","999999996","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspkbqb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（クイーン＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161100016","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trspkbqb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（クイーン＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161100016","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trspkbqb_gendama","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（クイーン＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","その他","999999998","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspkbwb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー プレミアム","161100015","http://item.rakuten.co.jp/shopjapan/c/0000000742/",""
"","trspkbwb","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","寝具\トゥルースリーパー 商品ラインナップ","161100015","http://item.rakuten.co.jp/shopjapan/c/0000000425/",""
"","trspkbwb_gendama","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","その他","999999997","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","trspkkdm","【正規品】トゥルースリーパー プレミアケア スタンダード 半額6点セット（セミダブル×セミダブル）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","SALE＆キャンペーン\楽天ポイント企画エントリーページ","161100018","http://item.rakuten.co.jp/shopjapan/c/0000000596/",""
"","trspkkdm","【正規品】トゥルースリーパー プレミアケア スタンダード 半額6点セット（セミダブル×セミダブル）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","寝具\公式/トゥルースリーパー プレミアケア 楽天ポイント貯まる！","161100018","http://item.rakuten.co.jp/shopjapan/c/0000000105/",""
