コントロールカラム,商品管理番号（商品URL）,商品名,表示先カテゴリ,優先度,URL,1ページ複数形式
"","bgv-tan2","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】【ショップジャパン】【大きく見える拡大鏡】<br>ビッグビジョンベーシック単品 2本目無料セット【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】【ココロにお届け】<br>","生活\ビッグビジョン/公式 大きく見える拡大鏡","999999901","http://item.rakuten.co.jp/shopjapan/c/0000000668/","1"
"","bgv-trd1","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品！！】【ショップジャパン】【大きく見える拡大鏡】<br>ビッグビジョン トレンディ 単品【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】<br>","生活\ビッグビジョン/公式 大きく見える拡大鏡","999999908","http://item.rakuten.co.jp/shopjapan/c/0000000668/","1"
"","bgv-trd2","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品！！】【ショップジャパン】【大きく見える拡大鏡】<br>ビッグビジョン トレンディ 2本目無料セット【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】<br>","生活\ビッグビジョン/公式 大きく見える拡大鏡","999999904","http://item.rakuten.co.jp/shopjapan/c/0000000668/","1"
"","bkw","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ボクワ DVD4枚セット<br> 【発汗 エクササイズ【正規品】【ショップジャパン】<br>","販売終了4\ボクワ DVD4枚セット","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000681/","1"
"","bkw_out17","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ボクワ DVD4枚セット【アウトレット】1710","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","blb-xxxx","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>数量限定残りわずか！<br>【送料無料】バランスボール 55cm<br>","販売終了1\バランスボール","100040","http://item.rakuten.co.jp/shopjapan/c/0000000520/","1"
"","bns-nhcx","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【送料無料】ブレインネティックス（今回送料無料＋ウォータークロック付き！）<br>","販売終了3\ブレインネティックス","999993151","http://item.rakuten.co.jp/shopjapan/c/0000000436/","1"
"","btb","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】ベターブレラ<br>逆さま傘 雨の日に超便利グッズ 濡れない傘 濡らさない傘 逆さまの傘 98cm 男女兼用 傘 おしゃれ","生活\ベターブレラ","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000741/","1"
"","btf","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ヒルズダイエット ビューティーフローズン(70g×3袋)【ショップジャパン】【半身浴】【お風呂】【Beauty FROZEN】<br>","販売終了2\ヒルズダイエット　ビューティーフローズン","123456789","http://item.rakuten.co.jp/shopjapan/c/0000000595/","1"
"","btw","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>バンサイ ウェーブ<br> 【正規品】【ショップジャパン】【バンサイウェーブ】<br>","エクササイズマシン\バンサイ ウェーブ","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000650/","1"
"","cafes_bh17","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>シェイクタイム　カフェスタイル　　bh_1710","その他","999990101","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","cafes_out17","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>シェイクタイム　カフェスタイル【アウトレット】1710","その他","999990101","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","cart_custom_test","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>テスト","その他","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","cas-hfn-","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】カシスの雫<br>アントシアニン量がブルーベリーの4倍すごい！<br>【カシス】【ショップジャパン】<br>","販売終了1\カシスの雫","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000434/","1"
"","cbu-air","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】【ショップジャパン】<br>Cabeau/カブー エアー エボリューション<br>旅行枕 ネックピロー 飛行機","生活\カブー","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000747/","1"
"","cbu-cl","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】【ショップジャパン】<br>Cabeau/カブー エボリューション クール<br>旅行枕 ネックピロー 飛行機","生活\カブー","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000747/","1"
"","cbu-mk","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】【ショップジャパン】<br>Cabeau/カブー　ミッドナイトマジック スリープマスク<br>旅行枕 ネックピロー 飛行機","生活\カブー","999999994","http://item.rakuten.co.jp/shopjapan/c/0000000747/","1"
"","cbu-pr","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】【ショップジャパン】<br>Cabeau/カブー エボリューション ピロー<br>旅行枕 ネックピロー 飛行機","生活\カブー","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000747/","1"
"","cellopillow","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】トゥルースリーパー セロ ピロー<br>","その他","11","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","cft-sm","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】チルファクター　スラッシーメーカー【ショップジャパン】<br>","販売終了2\チルファクター スラッシーメーカー","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000637/","1"
"","chg","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>チェアジム<br> 【正規品】【ショップジャパン】【チェアジム】<br>","エクササイズマシン\チェアジム","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000664/","1"
"","chg-nban","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>チェアジム レベル２ 負荷バンド<br> 【正規品】【ショップジャパン】【チェアジム レベル２ 負荷バンド】<br>","エクササイズマシン\チェアジム","999999993","http://item.rakuten.co.jp/shopjapan/c/0000000664/","1"
"","chg-ntws","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>チェアジム ツイスター<br> 【正規品】【ショップジャパン】【チェアジム ツイスター】<br>","エクササイズマシン\チェアジム","999999992","http://item.rakuten.co.jp/shopjapan/c/0000000664/","1"
"","chgbx_out_1709","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>チェアジム(ブラック)【アウトレット】1709","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","chgrx_out_1709","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>チェアジム(レッド)【アウトレット】1711","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","cib","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【送料無料】クリック イット ベルト ブラック　ショップジャパン（SHOPJAPAN） 窮屈なベルトにさよなら！ 1日中、ジャストフィット！","生活\クリック イット ベルト","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000758/","1"
"","copy-hpj-r","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【正規品】ヒルズダイエット <br>パステルゼリープラス<br>オリジナルボックス・セカンドボックス各単品（１箱15食入）<br>【ダイエット食品】【ショップジャパン】<br>","その他","999990105","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【ワケありセール】セラフィット フライパンセット<br>【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-1029","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>レビュー記載で6,980円相当の特典付き！<br>セラフィット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit<br>","その他","999999991","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-20tn","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>公式／セラフィット 20cmフライパンと両手なべセット<br>39日間返品保証！<br>【フライパン／ショップジャパン／SHOPJAPAN／ワンダーコア／ワンダーコアスマート／スレンダートーン／セラフィット】","その他","999999997","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-20yk","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット フライパン 20cm【単品】<br>【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-24tn","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>公式／セラフィット 24cmフライパンと両手なべセット<br>39日間返品保証！<br>【フライパン／ショップジャパン／SHOPJAPAN／ワンダーコア／ワンダーコアスマート／スレンダートーン／セラフィット】","その他","999999998","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
"","crf-24yk","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット フライパン 24cm【単品】<br>【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>","その他","999999999","http://item.rakuten.co.jp/shopjapan/c/0000000001/",""
